WKT,Highway
"LINESTRING (115.208567 36.080484,115.206484 36.081934,115.2048 36.134439,115.208188 36.155178,115.215553 36.183062,115.22371 36.203087,115.224137 36.2038,115.230272 36.213998,115.244434 36.234618,115.249341 36.24953,115.253629 36.277574,115.258788 36.288561,115.271217 36.301685,115.292307 36.312965,115.298587 36.32021,115.299022 36.321347,115.314154 36.360752,115.312278 36.386141,115.313285 36.391371,115.310622 36.393584,115.309325 36.400168,115.30902 36.401717,115.310181 36.422574,115.308305 36.44107,115.310534 36.454281,115.320897 36.486594,115.326064 36.524706,115.317564 36.526392,115.308683 36.528521,115.293263 36.539025,115.287701 36.546315,115.27725 36.571476,115.261198 36.600196,115.246153 36.633364,115.244238 36.644733,115.247835 36.695339,115.255313 36.719331,115.270538 36.794346,115.279085 36.833049,115.280696 36.847584,115.278378 36.881724,115.271863 36.917011,115.261275 36.957713,115.25743 36.972485,115.255394 36.987756,115.272006 37.011924,115.294027 37.061595,115.337072 37.182816,115.33798 37.185357,115.34581 37.215274,115.348925 37.254374,115.353534 37.268203,115.362256 37.294363,115.372055 37.338877,115.370536 37.341257)",Primary Route
"LINESTRING (116.003579 38.034091,115.999237 38.031626,115.987114 38.026599,115.98564 38.025988,115.977408 38.028076,115.965461 38.033829,115.948712 38.022396,115.915536 38.005935,115.889817 37.997772,115.853399 37.989986,115.82133 37.989598,115.82027 37.989583,115.801317 37.985379,115.770256 37.985308,115.679873 37.990399,115.663027 37.990194,115.665163 37.975141,115.674042 37.960856,115.683206 37.952993,115.694039 37.934692,115.700897 37.90444,115.701445 37.871192,115.70162 37.860738,115.682222 37.802545,115.693282 37.747921,115.694984 37.739532,115.69393 37.728712,115.688803 37.723814,115.670581 37.688071,115.650666 37.659081,115.64292 37.644062,115.639151 37.636745,115.626339 37.596325,115.607408 37.564978,115.598321 37.553533,115.591789 37.54815,115.583762 37.545381,115.566678 37.544278,115.564603 37.544145,115.544086 37.521534,115.477879 37.44849,115.446351 37.422832,115.434645 37.411322,115.419697 37.388004,115.407711 37.375786,115.391038 37.353887,115.387308 37.349085,115.377884 37.343157,115.371468 37.341497)",Primary Route
"LINESTRING (-123.234098 49.342895,-123.145017 49.335739,-123.098837 49.325742,-123.06178 49.325076,-123.039738 49.309329,-123.02885 49.261383,-122.997426 49.252938,-122.961939 49.233272,-122.912975 49.240795,-122.831011 49.226082,-122.802172 49.196347,-122.644219 49.148453,-122.394592 49.05557,-122.336241 49.026006,-122.229223 49.026673,-122.187178 49.053811,-122.144293 49.075819,-122.113897 49.101232,-122.081428 49.126914,-122.044103 49.130476,-122.027953 49.137183,-121.97991 49.136748,-121.930555 49.148154,-121.820118 49.148852,-121.781408 49.164634,-121.692174 49.217285,-121.667057 49.280472,-121.634473 49.308625,-121.621679 49.328335,-121.560369 49.355645,-121.571012 49.377561,-121.471768 49.391233,-121.456379 49.41249,-121.45129 49.450792,-121.438031 49.470476,-121.442823 49.474199,-121.439726 49.510358,-121.446264 49.530439,-121.459974 49.540909,-121.460188 49.567182,-121.427976 49.574042,-121.430578 49.612684,-121.417822 49.657961,-121.419242 49.689737,-121.407773 49.695284,-121.425986 49.7335,-121.418105 49.755972,-121.43846 49.769965,-121.448653 49.803919,-121.433554 49.81193,-121.429968 49.824217,-121.441147 49.860702,-121.445672 49.917194,-121.462845 49.944393,-121.459214 49.947311,-121.471124 49.951358,-121.475152 49.958495,-121.500497 49.975059,-121.504945 50.000117,-121.546657 50.073817,-121.55861 50.127985,-121.566805 50.139289,-121.57358 50.162224,-121.569637 50.175197,-121.576236 50.192417,-121.569407 50.206268,-121.580333 50.231445,-121.541972 50.252528,-121.502407 50.240813,-121.454319 50.250447,-121.411822 50.264892,-121.389872 50.299816,-121.400822 50.324197,-121.393275 50.346482,-121.403424 50.374047,-121.40237 50.383858,-121.379231 50.401583,-121.356175 50.416334,-121.354297 50.429105,-121.338245 50.437779,-121.321805 50.467019,-121.326695 50.480572,-121.309193 50.518709,-121.322369 50.551355,-121.328412 50.583207,-121.341238 50.606478,-121.343069 50.625933,-121.350041 50.631975,-121.350317 50.644548,-121.360906 50.654184,-121.365804 50.664655,-121.344099 50.708677,-121.321912 50.744688,-121.314925 50.77864,-121.334221 50.803835,-121.332977 50.817331,-121.234694 50.792055,-121.193403 50.786836,-121.180044 50.796453,-121.120215 50.803484,-121.093931 50.801906,-121.001493 50.76924,-120.966603 50.767024,-120.955091 50.774589,-120.938023 50.76903,-120.929043 50.77732,-120.906239 50.762047,-120.883374 50.757281,-120.842121 50.752623,-120.814228 50.763066,-120.797092 50.759307,-120.750751 50.765391,-120.714817 50.738488,-120.598017 50.703629,-120.575677 50.675953,-120.54931 50.663956,-120.476593 50.67083,-120.366332 50.654398,-120.327529 50.658747,-120.303611 50.667783,-120.298752 50.677041,-120.234313 50.664751,-120.181943 50.661642,-120.112668 50.65259,-119.923352 50.636202,-119.847965 50.665473,-119.794553 50.69852,-119.750194 50.750553,-119.708859 50.789166,-119.689986 50.820869,-119.657728 50.827252,-119.590985 50.871158,-119.576604 50.873577,-119.544095 50.892273,-119.53426 50.893116,-119.487706 50.877059,-119.451916 50.857884,-119.410772 50.84745,-119.401257 50.853559,-119.357303 50.856056,-119.341442 50.841598,-119.331905 50.824336,-119.340442 50.808621,-119.352405 50.803513,-119.356251 50.772981,-119.34215 50.759492,-119.332842 50.712978,-119.342608 50.694306,-119.30089 50.693188,-119.273835 50.706951,-119.238229 50.710591,-119.236506 50.736379,-119.164567 50.78135,-119.134614 50.789724,-119.113847 50.7833,-119.090547 50.785483,-119.058122 50.806829,-119.005571 50.832655,-118.995873 50.831862,-118.963959 50.845385,-118.932205 50.873323,-118.868394 50.890722,-118.849945 50.890513,-118.819108 50.907244,-118.800225 50.935618,-118.746743 50.961345,-118.739616 50.979621,-118.711311 50.999163,-118.674577 51.007629,-118.6529 50.998801,-118.637687 50.983115,-118.622795 50.975681,-118.580497 50.966507,-118.565627 50.977836,-118.534652 50.979156,-118.491423 50.949992,-118.500151 50.938659,-118.48966 50.927989,-118.45001 50.932333,-118.441823 50.938191,-118.439383 50.948166,-118.40135 50.965877,-118.375342 50.96117,-118.367003 50.975487,-118.341407 50.977429,-118.271353 50.99517,-118.2208 51.014878,-118.165265 50.995793,-118.05808 51.030161,-117.971295 51.046094,-117.957317 51.054185,-117.944523 51.077902,-117.90173 51.130369,-117.887219 51.14157,-117.867245 51.134497,-117.860319 51.144267,-117.771701 51.186324,-117.749782 51.205717,-117.700566 51.217902,-117.68855 51.233386,-117.673397 51.241165,-117.566959 51.263927,-117.546405 51.252418,-117.516139 51.261066,-117.526851 51.302823,-117.51852 51.314343,-117.463243 51.326607,-117.444026 51.340122,-117.45711 51.386124,-117.474819 51.400261,-117.487119 51.480367,-117.468891 51.497373,-117.442517 51.50276,-117.365626 51.47682,-117.29121 51.490373,-117.236132 51.478483,-117.224712 51.49327,-117.205715 51.486594,-117.167186 51.48627,-117.13486 51.47478,-117.075281 51.441488,-117.073037 51.422117,-117.051682 51.419875,-117.033556 51.395788,-117.01159 51.381582,-116.970076 51.307432,-116.873229 51.303484,-116.856567 51.28861,-116.813268 51.27598,-116.792937 51.282916,-116.740569 51.264495,-116.700835 51.258203,-116.660733 51.244078,-116.617437 51.221327,-116.591672 51.215033,-116.582379 51.223919,-116.603635 51.270519,-116.586393 51.281259,-116.579176 51.32215,-116.566045 51.326926,-116.508298 51.39275,-116.443029 51.425553,-116.315129 51.458626,-116.289686 51.459222,-116.249637 51.441746,-116.210995 51.447063,-116.189944 51.428155,-116.174663 51.424729,-116.162516 51.402898,-116.146228 51.391606,-116.114077 51.356643,-116.082635 51.341454,-116.064837 51.321107,-115.994622 51.279449,-115.974129 51.272237,-115.929138 51.26949,-115.862045 51.255944,-115.845955 51.247854,-115.771994 51.223466,-115.703687 51.176907,-115.644659 51.175676,-115.573523 51.190404,-115.544889 51.208997,-115.52947 51.213739,-115.49671 51.203378,-115.471166 51.185999,-115.366452 51.120565,-115.333977 51.054988,-115.308562 51.039042,-115.265793 51.033177,-115.228835 51.0339,-115.207359 51.04439,-115.178222 51.041949,-115.131888 51.061077,-115.061698 51.076471,-115.04843 51.093519,-114.988562 51.116679,-114.882109 51.143926,-114.831242 51.148139,-114.793806 51.15697,-114.756024 51.15749,-114.72791 51.14098,-114.579372 51.087406,-114.551258 51.08925,-114.52219 51.084348,-114.413677 51.088014,-114.217905 51.084612,-114.149033 51.066751,-113.823814 51.065593,-113.811729 51.040209,-113.684311 51.037519,-113.078677 51.036923,-113.080866 50.91209,-113.026316 50.864204,-112.838782 50.863056,-112.802979 50.836399,-112.461722 50.833482,-112.443287 50.819444,-112.441542 50.78856,-112.403278 50.778165,-112.390926 50.767278,-112.328038 50.733625,-112.294688 50.733079,-112.1952 50.692804,-112.069423 50.653715,-111.978013 50.637839,-111.794646 50.538653,-111.641058 50.487387,-111.554074 50.44319,-111.206925 50.236753,-111.134552 50.209593,-110.967689 50.165733,-110.738781 50.067261,-110.737812 50.052184,-110.677348 50.013507,-110.627078 49.991515,-110.596438 49.964277,-110.580576 49.969793,-110.5273 49.96622,-110.411127 49.978881,-110.338594 49.946743,-110.268425 49.954533,-110.246216 49.945393,-110.179161 49.931014,-110.048531 49.935315,-109.976745 49.953854,-109.877845 49.954519,-109.837577 49.960186,-109.811827 49.954075,-109.705068 49.953969,-109.656857 49.971151,-109.32036 49.976057,-109.211999 50.000151,-109.138528 50.000869,-109.084527 50.009143,-109.038224 50.030498,-109.006982 50.030551,-108.967552 50.049602,-108.903205 50.048802,-108.857986 50.067069,-108.577902 50.071,-108.476925 50.105004,-108.445554 50.129708,-108.423237 50.136914,-108.33405 50.144426,-108.322667 50.150423,-108.288136 50.156073,-108.207332 50.19277,-108.120043 50.224071,-107.991311 50.262611,-107.932321 50.292957,-107.886217 50.292735,-107.864175 50.287249,-107.821031 50.287674,-107.798226 50.295677,-107.465374 50.381329,-107.321013 50.383539,-107.197507 50.417879,-107.140364 50.420302,-107.072377 50.408903,-106.959217 50.403757,-106.934673 50.40795,-106.840771 50.475817,-106.807857 50.477095,-106.737589 50.460269,-106.68445 50.452262,-106.577501 50.456829,-106.011699 50.462472,-105.896581 50.479813,-105.870434 50.479436,-105.799678 50.452714,-105.693002 50.425904,-105.55781 50.42602,-105.502015 50.419168,-105.464149 50.388533,-105.176788 50.394407,-105.152533 50.387705,-105.103536 50.392099,-104.60824 50.395823,-104.5944 50.401175,-104.577798 50.443771,-104.50979 50.444786,-104.394303 50.440952,-104.347358 50.443672,-104.328971 50.449196,-104.259147 50.489804,-104.06783 50.51357,-103.936514 50.517755,-103.881085 50.524053,-103.679545 50.525308,-103.573185 50.513933,-103.471033 50.480658,-103.253358 50.412893,-102.938245 50.411638,-102.759173 50.384556,-102.627108 50.374855,-102.60013 50.383083,-102.574755 50.383002,-102.334488 50.355801,-102.25653 50.333134,-102.172492 50.317044,-102.123808 50.313535,-102.080702 50.3024,-101.974974 50.262936,-101.961873 50.263951,-101.924794 50.254311,-101.882847 50.236344,-101.767902 50.200021,-101.718104 50.170797,-101.680309 50.152954,-101.680201 50.146725,-101.530358 50.081353,-101.462647 50.066803,-101.289137 50.000169,-101.266531 49.987473,-101.246267 49.983956,-101.192853 49.947582,-101.132588 49.939752,-101.074818 49.920771,-100.92979 49.859761,-100.839922 49.805909,-100.716462 49.775037,-100.545813 49.770788,-100.439406 49.787077,-100.347463 49.828669,-100.302656 49.830486,-100.266181 49.840002,-100.163083 49.840389,-100.066418 49.879714,-99.789623 49.884696,-99.709185 49.903065,-99.090299 49.901409,-99.062145 49.911645,-99.019627 49.936483,-98.968875 49.951196,-98.817431 49.963587,-98.789933 49.969285,-98.368728 49.968939,-98.323394 49.949048,-98.285765 49.950761,-98.261031 49.965243,-98.199698 49.975489,-98.000203 49.957347,-97.65191 49.890811,-97.539466 49.887873,-97.383864 49.873127,-97.329002 49.87703,-97.328382 49.779979,-97.303008 49.768113,-97.182493 49.77231,-97.058918 49.814304,-97.003642 49.813775,-96.96503 49.834279,-96.65799 49.709614,-96.556357 49.658601,-96.360479 49.660576,-96.217174 49.650888,-96.123103 49.659605,-96.051134 49.65899,-95.98215 49.64747,-95.733651 49.651098,-95.711907 49.638773,-95.619743 49.636652,-95.521163 49.641173,-95.409994 49.663081,-95.36737 49.688365,-95.264477 49.715141,-95.238689 49.735541,-95.108722 49.744868,-95.055759 49.727771,-95.000179 49.72879)",1
"LINESTRING (-52.84213 47.529155,-52.873895 47.482037,-52.906297 47.457794,-52.937319 47.456668,-52.991156 47.433849,-53.048396 47.387095,-53.067295 47.354564,-53.085342 47.341968,-53.118676 47.340724,-53.157422 47.325115,-53.218173 47.340691,-53.234582 47.353592,-53.272921 47.372157,-53.287519 47.396078,-53.339616 47.413437,-53.373258 47.434655,-53.452803 47.447499,-53.514529 47.449529,-53.525954 47.450241,-53.542728 47.443937,-53.608698 47.452154,-53.674628 47.481229,-53.705017 47.503613,-53.745556 47.545011,-53.765167 47.553312,-53.793434 47.609656,-53.842484 47.624289,-53.883904 47.674499,-53.91105 47.690788,-53.935987 47.719108,-53.951111 47.755111,-53.973497 47.771796,-53.946586 47.920336,-53.959644 47.951621,-53.963309 48.005536,-53.976093 48.028534,-53.950028 48.036174,-53.946128 48.059155,-53.956227 48.100357,-53.94489 48.111172,-53.965959 48.144517,-53.994469 48.154881,-54.033135 48.190594,-54.033917 48.20326,-54.092827 48.250149,-54.1845 48.286775,-54.179547 48.359205,-54.206789 48.386408,-54.201402 48.390924,-54.174802 48.394262,-54.130902 48.428046,-54.083363 48.419634,-54.047065 48.423082,-54.013603 48.455355,-53.992232 48.540606,-53.978454 48.553579,-53.974856 48.639205,-54.032737 48.633956,-54.102371 48.675177,-54.119533 48.699833,-54.195892 48.737315,-54.248853 48.734802,-54.252774 48.767723,-54.280838 48.795845,-54.327817 48.811683,-54.391096 48.86757,-54.438879 48.886155,-54.4971 48.881894,-54.556948 48.898769,-54.605708 48.936124,-54.64757 48.952753,-54.725879 48.958757,-54.743652 48.952555,-54.819694 48.960027,-54.845723 48.969797,-54.85967 48.987894,-54.889722 48.99304,-54.904637 48.989961,-55.02152 49.04777,-55.073984 49.106142,-55.100478 49.115804,-55.188677 49.113375,-55.205559 49.108896,-55.328075 49.032121,-55.361634 49.03433,-55.431043 49.013189,-55.488592 49.022387,-55.513414 49.014556,-55.608965 48.953723,-55.652252 48.937967,-55.689732 48.943109,-55.767098 48.9401,-55.805902 48.95225,-55.895682 48.958704,-55.968442 48.953883,-56.058195 48.983554,-56.072341 49.01157,-56.094698 49.025946,-56.105292 49.139599,-56.126559 49.267144,-56.118566 49.345506,-56.092766 49.388406,-56.099802 49.414976,-56.111489 49.421376,-56.143172 49.420088,-56.158811 49.425489,-56.186212 49.46015,-56.213042 49.481972,-56.22679 49.481352,-56.243774 49.471932,-56.285956 49.468598,-56.318438 49.456891,-56.404713 49.465547,-56.463532 49.445634,-56.630247 49.367352,-56.641722 49.350961,-56.650892 49.345792,-56.678431 49.342852,-56.710636 49.325205,-56.739326 49.316347,-56.824341 49.275525,-56.865521 49.280996,-56.883324 49.295066,-56.931138 49.305529,-56.979828 49.376637,-56.996088 49.381803,-57.010407 49.366064,-57.030679 49.326288,-57.092341 49.262365,-57.115599 49.269045,-57.188029 49.252733,-57.243479 49.223768,-57.300481 49.227503,-57.368962 49.210974,-57.435715 49.188188,-57.436806 49.171534,-57.444192 49.170598,-57.454989 49.149419,-57.53813 49.097096,-57.561728 49.076258,-57.593452 49.025227,-57.614796 49.011861,-57.669272 48.996392,-57.740663 48.983769,-57.787961 48.969519,-57.823084 48.95075,-57.870667 48.938218,-57.907835 48.956274,-57.918352 48.954473,-57.915347 48.936555,-57.89908 48.920632,-57.968673 48.847802,-58.032687 48.810689,-58.079231 48.794858,-58.141354 48.751473,-58.183316 48.681091,-58.196405 48.674065,-58.235078 48.619594,-58.25496 48.60535,-58.278879 48.563388,-58.295125 48.491259,-58.334093 48.475169,-58.369399 48.470649,-58.446245 48.422382,-58.4547 48.395114,-58.476086 48.385482,-58.523144 48.330848,-58.572492 48.308252,-58.629488 48.30659,-58.700953 48.252569,-58.736761 48.247954,-58.771835 48.22708,-58.799976 48.198988,-58.783302 48.176635,-58.782569 48.162782,-58.794143 48.146521,-58.78992 48.132041,-58.80698 48.088427,-58.844964 48.077415,-58.878514 48.075007,-58.925133 48.060454,-58.94156 48.030764,-58.944536 48.004969,-58.972604 47.982549,-58.976839 47.949454,-59.05087 47.900021,-59.095234 47.881525,-59.115119 47.866266,-59.199034 47.825167,-59.236225 47.797781,-59.240883 47.77863,-59.269139 47.764607,-59.311375 47.700899,-59.302543 47.678132,-59.286389 47.66282,-59.258014 47.648713,-59.236626 47.616849,-59.222915 47.611397,-59.185119 47.607888,-59.173636 47.585533,-59.166004 47.580848)",1
"LINESTRING (-63.548045 46.241313,-63.532774 46.245692,-63.50906 46.241789,-63.421582 46.200475,-63.387109 46.205359,-63.361088 46.200984,-63.340133 46.220206,-63.30793 46.22883,-63.287411 46.225607,-63.246842 46.235213,-63.219591 46.23327,-63.201151 46.25781,-63.149496 46.268385,-63.137087 46.248918,-63.078001 46.220926,-62.965497 46.222196,-62.923989 46.181444,-62.90094 46.183988,-62.842983 46.16601,-62.840584 46.16039,-62.87008 46.117135,-62.914166 46.092241,-62.912817 46.049988,-62.884946 46.019275,-62.856023 46.008908,-62.846159 45.9926)",1
"LINESTRING (-73.459148 45.462716,-73.38579 45.406323,-73.324762 45.404637,-73.215531 45.415193,-73.194946 45.397562,-73.114006 45.411881,-73.036101 45.376076,-72.998854 45.378374,-72.861059 45.353586,-72.670925 45.341203,-72.601903 45.320397,-72.538501 45.319985,-72.44713 45.299138,-72.402925 45.298595,-72.348108 45.299992,-72.317964 45.290623,-72.271242 45.286109,-72.101875 45.304814)",10
"LINESTRING (-63.671575 44.741207,-63.633984 44.778873,-63.627598 44.800609,-63.606507 44.817111,-63.594975 44.836658,-63.554284 44.864799,-63.541305 44.89128,-63.552467 44.911269,-63.545753 44.951995,-63.455243 45.055755,-63.432631 45.101975,-63.398531 45.120609,-63.320775 45.196278,-63.305779 45.219559,-63.308568 45.343745,-63.325181 45.382925)",102
"LINESTRING (-64.284713 45.871675,-64.280762 45.86585,-64.239723 45.844834,-64.239029 45.81984,-64.225387 45.809701,-64.207846 45.808102,-64.162818 45.793267,-64.123548 45.75837,-64.073607 45.739696,-64.024992 45.700885,-63.962779 45.697253,-63.920286 45.716392,-63.882271 45.71503,-63.740634 45.680774,-63.70055 45.686411,-63.635806 45.685706,-63.551497 45.676951,-63.545752 45.399653,-63.497221 45.39218,-63.428045 45.390005,-63.396024 45.376863,-63.353807 45.375632,-63.299645 45.390798,-63.261078 45.374795,-63.09381 45.434332,-63.06801 45.468413,-63.051578 45.469686,-62.996564 45.495001,-62.927479 45.516852,-62.883162 45.538744,-62.844567 45.57376,-62.823113 45.573599,-62.801302 45.559889,-62.762329 45.576373,-62.705189 45.579104,-62.655191 45.562521,-62.615615 45.560275,-62.571834 45.578641,-62.509855 45.586405,-62.479474 45.56782,-62.457239 45.574087,-62.442095 45.568816,-62.386872 45.569612,-62.3486 45.583525,-62.276092 45.587325,-62.268777 45.592489,-62.161637 45.562009,-62.139538 45.560777,-62.102833 45.567212,-61.999915 45.611688,-61.881159 45.594354,-61.809304 45.59015,-61.719303 45.593595,-61.64506 45.61369,-61.555762 45.669317,-61.484734 45.642005,-61.457901 45.648096)",104
"LINESTRING (-61.457901 45.648096,-61.437945 45.649118,-61.400518 45.663489,-61.383179 45.69745,-61.35162 45.767016,-61.344602 45.815291,-61.323048 45.823617,-61.313031 45.841742,-61.299637 45.847517,-61.280518 45.878035,-61.210655 45.931368,-61.172649 45.94475,-61.151699 45.957621,-61.151134 45.976394,-61.136702 45.981693,-61.09363 45.972625,-61.040747 45.994606,-60.945271 46.068264,-60.920613 46.096887,-60.890984 46.105365,-60.857735 46.088653,-60.79979 46.097557,-60.752158 46.127452,-60.640749 46.181345,-60.612791 46.205866,-60.581421 46.239581,-60.55029 46.257123,-60.529844 46.253397,-60.498433 46.260627,-60.503823 46.244622,-60.490625 46.236087,-60.46351 46.250662,-60.369572 46.270202,-60.321468 46.25922)",105
"LINESTRING (-93.400911 48.609181,-93.384058 48.616078,-93.365389 48.63891,-93.313745 48.653897,-93.282579 48.675714,-93.241869 48.688947,-93.176057 48.692144,-93.081597 48.718993,-93.073113 48.718035,-93.033257 48.692587,-92.918648 48.722029,-92.645695 48.762465,-92.420298 48.738309,-92.247339 48.74079,-92.217972 48.735812,-92.157218 48.737937,-92.076774 48.721537,-91.8766 48.721378,-91.740162 48.737732,-91.688442 48.728889,-91.614384 48.72705,-91.550883 48.713493,-91.523272 48.714046,-91.47066 48.726563,-91.362444 48.738713,-91.334001 48.724373,-91.272904 48.724861,-91.202347 48.694193,-91.095703 48.662705,-91.024689 48.678494,-90.843939 48.680063,-90.769467 48.666422,-90.643673 48.655908,-90.528895 48.65259,-90.488148 48.644247,-90.448359 48.64892,-90.366686 48.667788,-90.327905 48.672206,-90.263589 48.658376,-90.250771 48.650858,-90.233887 48.650579,-90.189033 48.633833,-90.162834 48.625387,-90.131973 48.63878,-90.118521 48.638999,-90.083114 48.628546,-90.003584 48.626852,-89.921697 48.603171)",11
"LINESTRING (-106.595516 52.093831,-106.50226 51.883457,-106.478234 51.734849,-106.437941 51.643303,-106.295691 51.529362,-106.225147 51.49255,-106.222058 51.469646,-106.142651 51.381957,-106.050075 51.326167,-105.991036 51.276581,-105.975846 51.270255,-105.947512 51.239282,-105.945475 51.215294,-105.910905 51.172218,-105.89669 51.167007,-105.856307 51.111366,-105.681454 50.940482,-105.608327 50.883495,-105.510456 50.825477,-105.442294 50.813334,-105.398912 50.792127,-105.193016 50.714355,-105.076262 50.661194,-104.862395 50.65992,-104.801411 50.651321,-104.650828 50.517944,-104.618441 50.502705,-104.609095 50.489735,-104.608279 50.44722,-104.577798 50.443771)",11
"LINESTRING (-89.921697 48.603171,-89.860372 48.593688,-89.793506 48.572905,-89.727458 48.55781,-89.683512 48.541788,-89.65755 48.538023,-89.652888 48.415063,-89.628245 48.40329,-89.610926 48.386227,-89.583331 48.382638,-89.320434 48.386391,-89.304169 48.412938,-89.27983 48.445879,-89.255111 48.441199,-89.205473 48.454627,-89.191978 48.473749,-89.150024 48.495147,-89.10282 48.500884,-89.000762 48.526862,-88.962233 48.542914,-88.822339 48.586165,-88.770352 48.631012,-88.672566 48.668029,-88.638966 48.71339,-88.603413 48.736965,-88.578456 48.804528,-88.546863 48.83416,-88.530789 48.864282,-88.508021 48.876809,-88.463533 48.882909,-88.396547 48.906537,-88.38582 48.937737,-88.36574 48.945982,-88.36043 48.987653,-88.343163 48.990732,-88.337702 49.007242,-88.309983 49.019339,-88.272127 49.014383,-88.253747 49.026789)",17-Nov
"LINESTRING (-73.454586 45.010525,-73.455493 45.045912,-73.469493 45.133827,-73.455258 45.193553,-73.470354 45.211502,-73.480045 45.289727,-73.520976 45.340302,-73.518428 45.391752,-73.459148 45.462716,-73.50233 45.503584)",15
